"
          整租·宜德苑 3室2厅 南/北        ","
          3室2厅2卫        ",18500元/月,徐汇-徐家汇-宜德苑,"
        132.72㎡
        ",官方核验,/zufang/SH2876694141600284672.html
"
          整租·松南城云珠雅苑 2室1厅 南        ","
          2室1厅1卫        ",1700元/月,松江-车墩-松南城云珠雅苑,"
        78.00㎡
        ",官方核验,/zufang/SH2876694141600284672.html
"
          整租·上南一村 2室1厅 南/北        ","
          2室1厅1卫        ",7500元/月,浦东-世博-上南一村,"
        46.11㎡
        ",官方核验,/zufang/SH2871775966605623296.html
"
          整租·虹桥富力中心 4室2厅 南        ","
          4室2厅4卫        ",30000元/月,闵行-华漕-虹桥富力中心,"
        262.00㎡
        ",精装,/zufang/SH2880997959733092352.html
"
          整租·河畔明珠 5室2厅 复式 南/北        ","
          5室2厅3卫        ",36000元/月,黄浦-南京东路-河畔明珠,"
        169.38㎡
        ",官方核验,/zufang/SH2881106141000515584.html
"
          整租·茶陵路337号 1室1厅 西        ","
          1室1厅1卫        ",5800元/月,徐汇-斜土路-茶陵路337号,"
        40.16㎡
        ",官方核验,/zufang/SH2881290077337042944.html
"
          整租·禹洲商业广场 2室1厅 西北        ","
          2室1厅1卫        ",3800元/月,浦东-惠南-禹洲商业广场,"
        96.00㎡
        ",精装,/zufang/SH2882645754537574400.html
"
          整租·领尚国际酒店公寓 1室1厅 南        ","
          1室1厅1卫        ",7250元/月,长宁-古北-领尚国际酒店公寓,"
        51.98㎡
        ",精装,/zufang/SH2882762844229599232.html
"
          整租·上南一村 1室0厅 南        ","
          1室0厅1卫        ",4500元/月,浦东-世博-上南一村,"
        29.56㎡
        ",官方核验,/zufang/SH2878852998782787584.html
"
          整租·达城家园 3室1厅 南/北        ","
          3室1厅1卫        ",5500元/月,浦东-康桥-达城家园,"
        78.46㎡
        ",官方核验,/zufang/SH2879128469512658944.html
"
          整租·艾东小区 1室1厅 南        ","
          1室1厅1卫        ",4900元/月,浦东-北蔡-艾东小区,"
        43.00㎡
        ",近地铁,/zufang/SH2879521867687788544.html
"
          整租·成都北路503弄 1室0厅 南        ","
          1室0厅1卫        ",5500元/月,静安-南京西路-成都北路503弄,"
        25.80㎡
        ",官方核验,/zufang/SH2879573594319355904.html
"
          整租·松南城芙蓉苑 2室1厅 南        ","
          2室1厅1卫        ",1500元/月,松江-车墩-松南城芙蓉苑,"
        60.00㎡
        ",随时看房,/zufang/SH2878427917514448896.html
"
          整租·康虹佳园(公寓) 4室2厅 南/北        ","
          4室2厅2卫        ",10500元/月,青浦-徐泾-康虹佳园(公寓),"
        192.80㎡
        ",官方核验,/zufang/SH2879675658546716672.html
"
          整租·恒源大楼 1室2厅 南        ","
          1室2厅1卫        ",9000元/月,静安-大宁-恒源大楼,"
        81.21㎡
        ",官方核验,/zufang/SH2880283859663470592.html
"
          整租·杨南新村 3室2厅 南/北        ","
          3室2厅1卫        ",8000元/月,浦东-杨思前滩-杨南新村,"
        88.24㎡
        ",官方核验,/zufang/SH2879867976142553088.html
"
          整租·龙湖春江天越 3室2厅 南        ","
          3室2厅1卫        ",3500元/月,奉贤-奉贤金汇-龙湖春江天越,"
        86.11㎡
        ",官方核验,/zufang/SH2879948581681774592.html
"
          整租·祁连三村 2室1厅 南        ","
          2室1厅1卫        ",4500元/月,宝山-上大-祁连三村,"
        55.43㎡
        ",官方核验,/zufang/SH2879836059577876480.html
"
          整租·海上湾华庭樱园别墅 4室2厅 复式 南        ","
          4室2厅4卫        ",6000元/月,青浦-朱家角-海上湾华庭樱园别墅,"
        338.00㎡
        ",官方核验,/zufang/SH2880579292822249472.html
"
          整租·美兰湖中华园 2室2厅 南        ","
          2室2厅1卫        ",3000元/月,宝山-罗店-美兰湖中华园,"
        87.86㎡
        ",官方核验,/zufang/SH2880501843128229888.html
"
          整租·央玺 3室2厅 南        ","
          3室2厅2卫        ",8200元/月,宝山-共富-央玺,"
        84.53㎡
        ",官方核验,/zufang/SH2881094354569797632.html
"
          整租·国信世纪海景 3室2厅 南        ","
          3室2厅3卫        ",36000元/月,浦东-塘桥-国信世纪海景,"
        202.00㎡
        ",官方核验,/zufang/SH2881056685752066048.html
"
          整租·裕鸿佳苑 3室2厅 南        ","
          3室2厅1卫        ",1400元/月,崇明-陈家镇-裕鸿佳苑,"
        103.01㎡
        ",官方核验,/zufang/SH2881056685752066048.html
"
          整租·长白三村 1室1厅 北        ","
          1室1厅1卫        ",4000元/月,杨浦-黄兴公园-长白三村,"
        44.37㎡
        ",官方核验,/zufang/SH2882623448205762560.html
"
          整租·松南城辰禾西苑 2室1厅 南        ","
          2室1厅1卫        ",1500元/月,松江-车墩-松南城辰禾西苑,"
        79.00㎡
        ",官方核验,/zufang/SH2882623448205762560.html
"
          整租·首创禧悦(一期) 3室2厅 南        ","
          3室2厅1卫        ",4800元/月,青浦-盈浦-首创禧悦(一期),"
        87.90㎡
        ",官方核验,/zufang/SH2882605246754848768.html
"
          整租·松南城蔷薇苑 3室1厅 南        ","
          3室1厅1卫        ",3400元/月,松江-车墩-松南城蔷薇苑,"
        94.00㎡
        ",精装,/zufang/SH1605442371061809152.html
"
          整租·新城香溢璟庭(一期) 4室1厅 南        ","
          4室1厅1卫        ",5400元/月,嘉定-嘉定新城-新城香溢璟庭(一期),"
        93.06㎡
        ",官方核验,/zufang/SH1605462082810019840.html
"
          整租·陆家嘴花园(二期) 3室2厅 南        ","
          3室2厅2卫        ",18000元/月,浦东-源深-陆家嘴花园(二期),"
        145.00㎡
        ",近地铁,/zufang/SH1605454585609060352.html
"
          整租·世和园 2室1厅 南/北        ","
          2室1厅1卫        ",8300元/月,杨浦-中原-世和园,"
        71.14㎡
        ",官方核验,/zufang/SH1605463729749622784.html
"
          整租·柿子湾小区 1室1厅 南        ","
          1室1厅2卫        ",7000元/月,徐汇-徐家汇-柿子湾小区,"
        35.37㎡
        ",官方核验,/zufang/SH1605474466568077312.html
"
          整租·保利翡丽公馆 3室1厅 南        ","
          3室1厅1卫        ",8500元/月,松江-泗泾-保利翡丽公馆,"
        100.07㎡
        ",官方核验,/zufang/SH1605495050861543424.html
"
          整租·丁香大楼 2室0厅 南        ","
          2室0厅1卫        ",13000元/月,长宁-镇宁路-丁香大楼,"
        70.58㎡
        ",官方核验,/zufang/SH1605493572973363200.html
"
          整租·东陆新村七街坊 2室1厅 南/北        ","
          2室1厅1卫        ",5500元/月,浦东-金桥-东陆新村七街坊,"
        58.00㎡
        ",近地铁,/zufang/SH1605492745852420096.html
"
          整租·恒达家园 2室2厅 南        ","
          2室2厅1卫        ",6800元/月,宝山-共康-恒达家园,"
        89.26㎡
        ",近地铁,/zufang/SH1605492745852420096.html
"
          整租·晶萃名邸 4室2厅 南        ","
          4室2厅3卫        ",28000元/月,浦东-杨思前滩-晶萃名邸,"
        140.66㎡
        ",官方核验,/zufang/SH1605769311673122816.html
"
          整租·怡水豪庭 1室1厅 东/东南/南        ","
          1室1厅1卫        ",15000元/月,黄浦-南京东路-怡水豪庭,"
        90.00㎡
        ",近地铁,/zufang/SH1605768282734854144.html
"
          整租·东方城市华庭 2室2厅 南        ","
          2室2厅2卫        ",8000元/月,浦东-高行-东方城市华庭,"
        112.00㎡
        ",精装,/zufang/SH1605764177123606528.html
"
          整租·蓝朝部落 1室0厅 东        ","
          1室0厅1卫        ",4100元/月,静安-曹家渡-蓝朝部落,"
        24.45㎡
        ",官方核验,/zufang/SH1605527119759147008.html
"
          整租·大华虎城第三空间 3室2厅 南        ","
          3室2厅1卫        ",23000元/月,宝山-大华-大华虎城第三空间,"
        102.03㎡
        ",随时看房,/zufang/SH1605526760458289152.html
"
          整租·东绣苑 3室2厅 南/北        ","
          3室2厅1卫        ",4500元/月,浦东-川沙-东绣苑,"
        101.00㎡
        ",随时看房,/zufang/SH1605526760458289152.html
"
          整租·晶耀名邸 2室2厅 南/北        ","
          2室2厅2卫        ",23000元/月,浦东-杨思前滩-晶耀名邸,"
        112.78㎡
        ",官方核验,/zufang/SH1605896403698057216.html
"
          整租·江桥万达广场(嘉定) 1室1厅 南        ","
          1室1厅1卫        ",4500元/月,嘉定-江桥-江桥万达广场(嘉定),"
        55.00㎡
        ",精装,/zufang/SH1605902281402744832.html
"
          整租·圣天地服务式公寓 2室1厅 南        ","
          2室1厅1卫        ",6800元/月,普陀-长寿路-圣天地服务式公寓,"
        51.82㎡
        ",官方核验,/zufang/SH1605899960073584640.html
"
          整租·御上海青橙 1室0厅 东北        ","
          1室0厅1卫        ",3880元/月,松江-松江大学城-御上海青橙,"
        48.00㎡
        ",精装,/zufang/SH1605858318448852992.html
"
          整租·万科白马花园(公寓) 3室2厅 南        ","
          3室2厅1卫        ",5900元/月,松江-莘闵别墅-万科白马花园(公寓),"
        88.27㎡
        ",官方核验,/zufang/SH1605863321746014208.html
"
          整租·塘桥小区 1室1厅 南        ","
          1室1厅1卫        ",6500元/月,浦东-塘桥-塘桥小区,"
        31.00㎡
        ",官方核验,/zufang/SH1605861538147598336.html
"
          整租·昌五小区 1室1厅 南        ","
          1室1厅1卫        ",4800元/月,浦东-世博-昌五小区,"
        42.12㎡
        ",官方核验,/zufang/SH1605916403494289408.html
"
          整租·祥腾生活广场 1室1厅 南        ","
          1室1厅1卫        ",4600元/月,宝山-淞南-祥腾生活广场,"
        43.00㎡
        ",精装,/zufang/SH1605877716316323840.html
"
          整租·静安均泰丽轩 3室2厅 南/北        ","
          3室2厅2卫        ",25000元/月,静安-曹家渡-静安均泰丽轩,"
        158.00㎡
        ",官方核验,/zufang/SH1605875879123091456.html
"
          整租·奎照路790弄 1室1厅 南        ","
          1室1厅1卫        ",4500元/月,虹口-凉城-奎照路790弄,"
        42.88㎡
        ",官方核验,/zufang/SH1605875855127478272.html
"
          整租·华府天地睿园 2室2厅 南        ","
          2室2厅1卫        ",27000元/月,黄浦-蓬莱公园-华府天地睿园,"
        88.33㎡
        ",官方核验,/zufang/SH1605872887154081792.html
"
          整租·保利星海屿筑 4室2厅 南/西/北        ","
          4室2厅3卫        ",12000元/月,嘉定-嘉定新城-保利星海屿筑,"
        218.00㎡
        ",官方核验,/zufang/SH1605881277288808448.html
"
          整租·乐山八九村 2室1厅 南        ","
          2室1厅1卫        ",8400元/月,徐汇-徐家汇-乐山八九村,"
        59.79㎡
        ",官方核验,/zufang/SH1577936190143725568.html
"
          整租·五浦汇盛青雅苑 3室2厅 南        ","
          3室2厅1卫        ",4300元/月,青浦-盈浦-五浦汇盛青雅苑,"
        96.00㎡
        ",精装,/zufang/SH1577906534078218240.html
"
          整租·宛南六村 1室0厅 南        ","
          1室0厅1卫        ",5300元/月,徐汇-龙华-宛南六村,"
        32.76㎡
        ",官方核验,/zufang/SH1577983545740099584.html
"
          整租·静安枫景苑 3室2厅 南        ","
          3室2厅2卫        ",27500元/月,静安-江宁路-静安枫景苑,"
        141.35㎡
        ",官方核验,/zufang/SH1577968289399701504.html
"
          整租·新海城 3室1厅 南        ","
          3室1厅1卫        ",11000元/月,虹口-江湾镇-新海城,"
        112.41㎡
        ",官方核验,/zufang/SH1578032795702263808.html
"
          整租·浦江坤庭—璞御 3室2厅 南/北        ","
          3室2厅2卫        ",11800元/月,闵行-浦江-浦江坤庭—璞御,"
        182.38㎡
        ",官方核验,/zufang/SH1578658847155814400.html
"
          整租·汇吉苑 3室2厅 南        ","
          3室2厅2卫        ",3600元/月,浦东-新场-汇吉苑,"
        122.93㎡
        ",双卫生间,/zufang/SH1578648856369823744.html
"
          整租·春申景城湖滨晨韵 2室2厅 南        ","
          2室2厅1卫        ",6500元/月,闵行-春申-春申景城湖滨晨韵,"
        84.75㎡
        ",官方核验,/zufang/SH1578236962148450304.html
"
          整租·东沙小区 2室1厅 南        ","
          2室1厅1卫        ",10800元/月,普陀-武宁-东沙小区,"
        74.94㎡
        ",官方核验,/zufang/SH1578666385268015104.html
"
          整租·石岚二村 1室1厅 东南        ","
          1室1厅1卫        ",5500元/月,普陀-真如-石岚二村,"
        60.65㎡
        ",官方核验,/zufang/SH1578671534212382720.html
"
          整租·翠苑(西区) 2室2厅 南/北        ","
          2室2厅1卫        ",3400元/月,青浦-朱家角-翠苑(西区),"
        90.00㎡
        ",官方核验,/zufang/SH1578727743556681728.html
"
          整租·通用昱祥苑 3室1厅 南/北        ","
          3室1厅1卫        ",7200元/月,青浦-徐泾-通用昱祥苑,"
        104.00㎡
        ",近地铁,/zufang/SH1578664606723735552.html
"
          整租·乾骏大厦 2室2厅 南        ","
          2室2厅1卫        ",11000元/月,徐汇-龙华-乾骏大厦,"
        103.79㎡
        ",官方核验,/zufang/SH1579443712738459648.html
"
          整租·中星佘山溪语 1室0厅 南        ","
          1室0厅1卫        ",6600元/月,松江-松江大学城-中星佘山溪语,"
        96.00㎡
        ",官方核验,/zufang/SH1579406772035125248.html
"
          整租·万科翡翠雅宾利 3室2厅 南        ","
          3室2厅3卫        ",32000元/月,静安-西藏北路-万科翡翠雅宾利,"
        185.00㎡
        ",官方核验,/zufang/SH1579032950660399104.html
"
          整租·静安晶华园 3室2厅 南        ","
          3室2厅2卫        ",19500元/月,静安-江宁路-静安晶华园,"
        142.92㎡
        ",官方核验,/zufang/SH1579037098290184192.html
"
          整租·绿城上海御园 5室2厅 复式 南        ","
          5室2厅3卫        ",28000元/月,浦东-高行-绿城上海御园,"
        304.81㎡
        ",官方核验,/zufang/SH1579095548462366720.html
"
          整租·安福路191弄 1室1厅 南        ","
          1室1厅1卫        ",3800元/月,徐汇-衡山路-安福路191弄,"
        14.80㎡
        ",官方核验,/zufang/SH1579067156149043200.html
"
          整租·淮海中路1270弄 1室0厅 东        ","
          1室0厅1卫        ",7500元/月,徐汇-衡山路-淮海中路1270弄,"
        31.74㎡
        ",官方核验,/zufang/SH1579707901067395072.html
"
          整租·永业公寓 2室2厅 南        ","
          2室2厅2卫        ",21000元/月,黄浦-五里桥-永业公寓,"
        121.90㎡
        ",官方核验,/zufang/SH1579674847330435072.html
"
          整租·东陆新村六街坊 3室1厅 南        ","
          3室1厅1卫        ",6200元/月,浦东-金桥-东陆新村六街坊,"
        83.10㎡
        ",近地铁,/zufang/SH1579753650492801024.html
"
          整租·金杨六街坊 2室1厅 南        ","
          2室1厅1卫        ",6200元/月,浦东-金杨-金杨六街坊,"
        52.81㎡
        ",官方核验,/zufang/SH1579750118960136192.html
"
          整租·大华虎城第三空间 1室1厅 南        ","
          1室1厅1卫        ",7800元/月,宝山-大华-大华虎城第三空间,"
        56.45㎡
        ",精装,/zufang/SH1579772585191669760.html
"
          整租·华润置地幸福里 4室2厅 南/北        ","
          4室2厅3卫        ",5000元/月,奉贤-西渡-华润置地幸福里,"
        180.68㎡
        ",官方核验,/zufang/SH1580068535722311680.html
"
          整租·紫竹半岛花园 1室1厅 南        ","
          1室1厅1卫        ",7000元/月,闵行-吴泾-紫竹半岛花园,"
        73.18㎡
        ",官方核验,/zufang/SH1580843515229765632.html
"
          整租·证大朱家角西镇 2室1厅 南        ","
          2室1厅1卫        ",2600元/月,青浦-朱家角-证大朱家角西镇,"
        89.34㎡
        ",官方核验,/zufang/SH1580857422044463104.html
"
          整租·九龙仓兰廷 3室2厅 南/北        ","
          3室2厅2卫        ",10000元/月,浦东-周浦-九龙仓兰廷,"
        118.00㎡
        ",官方核验,/zufang/SH1580906806106914816.html
"
          整租·石光小区 2室1厅 南/北        ","
          2室1厅1卫        ",7000元/月,普陀-光新-石光小区,"
        56.31㎡
        ",官方核验,/zufang/SH1580894637097222144.html
"
          整租·大华西郊别墅 5室2厅 复式 南        ","
          5室2厅4卫        ",70000元/月,青浦-徐泾-大华西郊别墅,"
        608.13㎡
        ",官方核验,/zufang/SH1580878442075783168.html
"
          整租·新城上坤樾山半岛 4室2厅 复式 南        ","
          4室2厅2卫        ",7000元/月,松江-泗泾-新城上坤樾山半岛,"
        196.55㎡
        ",官方核验,/zufang/SH1580824878007713792.html
"
          整租·品赏碧云 2室2厅 南/西南/西/北        ","
          2室2厅1卫        ",13800元/月,浦东-碧云-品赏碧云,"
        125.57㎡
        ",官方核验,/zufang/SH1580555295531204608.html
"
          整租·桂巷新村 3室1厅 南        ","
          3室1厅1卫        ",7000元/月,普陀-长风-桂巷新村,"
        67.05㎡
        ",官方核验,/zufang/SH1580500759236050944.html
"
          整租·明发嘉定中心 2室2厅 南        ","
          2室2厅2卫        ",3500元/月,嘉定-嘉定新城-明发嘉定中心,"
        57.26㎡
        ",精装,/zufang/SH1581563573455290368.html
"
          整租·世茂滨江花园 2室2厅 西南        ","
          2室2厅2卫        ",22000元/月,浦东-陆家嘴-世茂滨江花园,"
        127.76㎡
        ",官方核验,/zufang/SH1581881038517305344.html
"
          整租·宛南一村 2室1厅 南        ","
          2室1厅1卫        ",6200元/月,徐汇-龙华-宛南一村,"
        40.82㎡
        ",官方核验,/zufang/SH1581876951667179520.html
"
          整租·市北祥腾麓源 3室2厅 南        ","
          3室2厅1卫        ",3600元/月,松江-松江老城-市北祥腾麓源,"
        85.14㎡
        ",官方核验,/zufang/SH1581164581458280448.html
"
          整租·家化滨江苑 3室2厅 南        ","
          3室2厅2卫        ",30000元/月,浦东-塘桥-家化滨江苑,"
        243.00㎡
        ",官方核验,/zufang/SH1582206737459445760.html
"
          整租·青浦万达茂(公寓) 2室1厅 东南        ","
          2室1厅1卫        ",4200元/月,青浦-盈浦-青浦万达茂(公寓),"
        52.66㎡
        ",近地铁,/zufang/SH1582243520700219392.html
"
          整租·首创禧悦繁花里 3室2厅 南        ","
          3室2厅2卫        ",5200元/月,青浦-盈浦-首创禧悦繁花里,"
        89.80㎡
        ",官方核验,/zufang/SH1582234757008195584.html
"
          整租·万科朗润园 2室2厅 南        ","
          2室2厅1卫        ",8500元/月,闵行-七宝-万科朗润园,"
        94.91㎡
        ",官方核验,/zufang/SH1582287509168062464.html
"
          整租·星河世纪城 2室2厅 南        ","
          2室2厅1卫        ",9500元/月,普陀-真如-星河世纪城,"
        102.31㎡
        ",官方核验,/zufang/SH1582578744147574784.html
"
          整租·上海蟠龙天地 3室2厅 南        ","
          3室2厅1卫        ",11000元/月,青浦-徐泾-上海蟠龙天地,"
        99.85㎡
        ",官方核验,/zufang/SH1582678663671840768.html
"
          整租·江通苑 3室2厅 南        ","
          3室2厅1卫        ",2800元/月,浦东-川沙-江通苑,"
        110.00㎡
        ",随时看房,/zufang/SH1582742998238625792.html
"
          整租·昱星家园 2室1厅 南        ","
          2室1厅1卫        ",4500元/月,浦东-航头-昱星家园,"
        69.00㎡
        ",精装,/zufang/SH1577625857407582208.html
"
          整租·日月光中心伯爵居 1室2厅 东南        ","
          1室2厅1卫        ",15000元/月,黄浦-打浦桥-日月光中心伯爵居,"
        62.95㎡
        ",精装,/zufang/SH1578365689062752256.html
"
          整租·浦江东旭公寓(669弄1-109号) 2室1厅 南        ","
          2室1厅1卫        ",6600元/月,浦东-高行-浦江东旭公寓(669弄1-109号),"
        72.19㎡
        ",官方核验,/zufang/SH1578358033841389568.html
"
          整租·金地水悦堂 4室2厅 南        ","
          4室2厅3卫        ",3300元/月,青浦-朱家角-金地水悦堂,"
        129.53㎡
        ",官方核验,/zufang/SH1578320124966862848.html
"
          整租·恒都广场 2室2厅 南        ","
          2室2厅2卫        ",5200元/月,松江-松江新城-恒都广场,"
        50.63㎡
        ",精装,/zufang/SH1578296943468085248.html
"
          整租·峨山路600-606号(双) 2室1厅 南/北        ","
          2室1厅1卫        ",7200元/月,浦东-塘桥-峨山路600-606号(双),"
        54.95㎡
        ",官方核验,/zufang/SH1578292277816590336.html
"
          整租·西南名苑 2室2厅 南        ","
          2室2厅2卫        ",6800元/月,松江-泗泾-西南名苑,"
        137.25㎡
        ",官方核验,/zufang/SH1578280331406999552.html
"
          整租·浦江海德 3室2厅 南/北        ","
          3室2厅2卫        ",33000元/月,浦东-杨思前滩-浦江海德,"
        145.00㎡
        ",官方核验,/zufang/SH1578293456755752960.html
"
          整租·恒盛湖畔豪庭 2室2厅 南        ","
          2室2厅1卫        ",2500元/月,奉贤-南桥-恒盛湖畔豪庭,"
        89.00㎡
        ",官方核验,/zufang/SH1578284665100304384.html
"
          整租·联洋花园(三期) 2室2厅 南        ","
          2室2厅1卫        ",11500元/月,浦东-联洋-联洋花园(三期),"
        88.57㎡
        ",官方核验,/zufang/SH1578300969601466368.html
"
          整租·逸仙二村 2室1厅 南/北        ","
          2室1厅1卫        ",4200元/月,宝山-高境-逸仙二村,"
        57.09㎡
        ",官方核验,/zufang/SH1579407940530470912.html
