1室1厅1厨1卫,"				高层(共28层)
		
",57.53㎡,平层, 西,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五年,"
											1999-2009
							",无抵押,暂无数据,2020-12-26,"
									"
4室2厅1厨1卫,"				中层(共7层)
		
",93.8㎡,暂无数据, 南,精装,"
								无电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											1989-1994
							",抵押,暂无数据,2022-04-28,"
									"
3室2厅1厨2卫,"				低层(共44层)
		
",88.92㎡,平层, 南,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											2013-2017
							",抵押,暂无数据,2022-03-26,"
									"
2室1厅1厨2卫,"				高层(共28层)
		
",89.43㎡,平层, 北,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五年,"
											1999-2009
							",无抵押,暂无数据,2020-12-26,"
									"
4室2厅1厨2卫,"				中层(共18层)
		
",135.31㎡,平层, 南,简装,"
								有电梯
							",住宅,"
									暂无数据
							",满五年,"
											1994-2009
							",无抵押,暂无数据,2022-02-13,"
									"
5室2厅1厨3卫,"				中层(共32层)
		
",169.62㎡,暂无数据, 南,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五年,"
											2012-2014
							",抵押,暂无数据,2021-06-02,"
									"
3室2厅1厨2卫,"				低层(共12层)
		
",101.28㎡,暂无数据, 北,精装,"
								无电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											2001-2003
							",抵押,暂无数据,2021-11-20,"
									"
3室2厅1厨1卫,"				高层(共29层)
		
",100.03㎡,暂无数据, 东,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											1996-1999
							",抵押,暂无数据,2021-06-23,"
									"
7室2厅1厨2卫,"				低层(共25层)
		
",165.27㎡,跃式, 南,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											2007
							",抵押,暂无数据,2021-12-22,"
									"
3室1厅1厨1卫,"				低层(共8层)
		
",82.4㎡,平层, 南,简装,"
								无电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											1990-1996
							",抵押,暂无数据,2021-09-09,"
									"
2室1厅1厨1卫,"				中层(共43层)
		
",55.17㎡,平层, 西北,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五年,"
											1994-2000
							",抵押,暂无数据,2021-09-02,"
									"
3室2厅1厨2卫,"				高层(共15层)
		
",86.1㎡,平层, 东南,简装,"
								有电梯
							",住宅,"
									暂无数据
							",满五年,"
											2009
							",抵押,暂无数据,2022-05-05,"
									"
1室1厅1厨1卫,"				低层(共32层)
		
",53.68㎡,暂无数据, 东北,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											2012-2015
							",抵押,暂无数据,2022-01-21,"
									"
2室2厅1厨1卫,"				低层(共16层)
		
",80.73㎡,暂无数据, 南,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											2005-2006
							",抵押,暂无数据,2021-01-26,"
									"
3室2厅1厨2卫,"				低层(共23层)
		
",74.46㎡,暂无数据, 北,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五年,"
											2008-2015
							",抵押,暂无数据,2022-04-18,"
									"
3室2厅1厨2卫,"				高层(共41层)
		
",87.67㎡,平层, 南,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											2000-2018
							",抵押,暂无数据,2021-06-23,"
									"
3室2厅1厨2卫,"				中层(共31层)
		
",102.7㎡,暂无数据, 西南,简装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											1993-1998
							",抵押,暂无数据,2021-07-22,"
									"
3室2厅1厨2卫,"				高层(共24层)
		
",89.42㎡,暂无数据, 东,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											2015-2016
							",抵押,暂无数据,2022-05-11,"
									"
2室2厅1厨1卫,"				低层(共33层)
		
",59.57㎡,暂无数据, 北,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											2011
							",抵押,暂无数据,2022-05-14,"
									"
3室2厅1厨1卫,"				中层(共22层)
		
",79㎡,暂无数据, 东南,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											2004-2005
							",抵押,暂无数据,2022-05-08,"
									"
3室2厅1厨1卫,"				中层(共22层)
		
",79㎡,暂无数据, 东南,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											2004-2005
							",抵押,暂无数据,2022-05-08,"
									"
4室2厅1厨2卫,"				中层(共32层)
		
",109㎡,暂无数据, 东南,精装,"
								有电梯
							",住宅,"
									暂无数据
							",暂无数据,"
											2015-2016
							",抵押,暂无数据,2022-04-08,"
									"
3室2厅1厨2卫,"				低层(共28层)
		
",99.01㎡,平层, 南,简装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											2001
							",抵押,暂无数据,2021-11-14,"
									"
2室2厅1厨1卫,"				高层(共8层)
		
",62.57㎡,平层, 南,精装,"
								无电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											1996-1999
							",无抵押,暂无数据,2021-05-03,"
									"
3室2厅1厨2卫,"				高层(共33层)
		
",89.35㎡,暂无数据, 南,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											2013-2016
							",抵押,暂无数据,2022-04-15,"
									"
4室2厅1厨1卫,"				高层(共18层)
		
",84.22㎡,暂无数据, 南,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											2011-2012
							",抵押,暂无数据,2022-04-01,"
									"
4室2厅1厨1卫,"				高层(共18层)
		
",84.22㎡,暂无数据, 南,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											2011-2012
							",抵押,暂无数据,2022-04-01,"
									"
2室2厅1厨1卫,"				高层(共20层)
		
",71㎡,暂无数据, 西南,简装,"
								有电梯
							",住宅,"
									暂无数据
							",满五年,"
											2006
							",无抵押,暂无数据,2021-08-15,"
									"
3室2厅1厨2卫,"				高层(共41层)
		
",87.67㎡,平层, 南,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											2000-2018
							",抵押,暂无数据,2021-06-23,"
									"
3室2厅1厨1卫,"				高层(共14层)
		
",75.3㎡,暂无数据, 南北,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											2007-2008
							",无抵押,暂无数据,2022-05-01,"
									"
2室1厅1厨1卫,"				高层(共32层)
		
",78㎡,暂无数据, 南,精装,"
								有电梯
							",住宅,"
									暂无数据
							",暂无数据,"
											2000-2003
							",抵押,暂无数据,2022-05-18,"
									"
2室1厅0厨1卫,"				高层(共27层)
		
",101.81㎡,平层, 东南,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											2006
							",抵押,暂无数据,2021-05-21,"
									"
2室1厅1厨1卫,"				中层(共46层)
		
",63.2㎡,平层, 南,精装,"
								有电梯
							",商住,"
									暂无数据
							",暂无数据,"
											2016-2019
							",无抵押,暂无数据,2020-05-24,"
									"
2室2厅1厨1卫,"				高层(共8层)
		
",75.97㎡,平层, 南,简装,"
								无电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											1992-1998
							",无抵押,暂无数据,2021-05-27,"
									"
3室2厅1厨2卫,"				低层(共29层)
		
",106㎡,平层, 东南,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											2007
							",抵押,暂无数据,2021-11-17,"
									"
3室2厅1厨2卫,"				低层(共28层)
		
",115.3㎡,复式, 南,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五年,"
											1999-2009
							",无抵押,暂无数据,2020-12-26,"
									"
1室2厅1厨1卫,"				高层(共23层)
		
",55.12㎡,平层, 西南,精装,"
								有电梯
							",商住,"
									暂无数据
							",满五唯一,"
											2004
							",抵押,暂无数据,2021-09-15,"
									"
3室1厅1厨1卫,"				高层(共7层)
		
",77㎡,平层, 南,简装,"
								无电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											1996-2002
							",抵押,暂无数据,2022-03-04,"
									"
2室1厅1厨1卫,"				高层(共30层)
		
",46.66㎡,暂无数据, 南,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五年,"
											2002-2003
							",无抵押,暂无数据,2022-02-15,"
									"
2室2厅1厨1卫,"				中层(共8层)
		
",59.62㎡,平层, 南,简装,"
								无电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											1999-2003
							",抵押,暂无数据,2021-09-19,"
									"
3室2厅1厨2卫,"				中层(共12层)
		
",90.15㎡,平层, 东北,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五年,"
											1999-2000
							",无抵押,暂无数据,2021-08-22,"
									"
4室2厅1厨1卫,"				高层(共31层)
		
",209.94㎡,暂无数据, 北,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											1993-1998
							",抵押,暂无数据,2022-02-16,"
									"
3室2厅1厨2卫,"				低层(共12层)
		
",101.28㎡,暂无数据, 北,精装,"
								无电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											2001-2003
							",抵押,暂无数据,2021-11-20,"
									"
2室2厅1厨1卫,"				高层(共8层)
		
",59.77㎡,平层, 南,精装,"
								无电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											1999-2003
							",抵押,暂无数据,2021-09-14,"
									"
3室2厅1厨1卫,"				中层(共30层)
		
",81.55㎡,平层, 南,简装,"
								有电梯
							",住宅,"
									暂无数据
							",满五年,"
											2009
							",无抵押,暂无数据,2022-05-15,"
									"
4室2厅1厨2卫,"				高层(共32层)
		
",169.6㎡,平层, 东南,精装,"
								有电梯
							",住宅,"
									暂无数据
							",暂无数据,"
											2012-2014
							",抵押,暂无数据,2022-04-23,"
									"
1室1厅1厨1卫,"				低层(共32层)
		
",45.56㎡,平层, 南,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											2000-2003
							",无抵押,暂无数据,2021-11-17,"
									"
2室1厅1厨1卫,"				中层(共32层)
		
",60.54㎡,暂无数据, 南,精装,"
								有电梯
							",住宅,"
									暂无数据
							",满五唯一,"
											2006-2007
							",抵押,暂无数据,2022-04-25,"
									"
